shift_id,emp_id,start_time,end_time,coffee_rating,sandwich_rating,customer_service_rating,speed_rating,present
1076,1005,2025-11-16T07:00:00,2025-11-16T12:00:00,62,,56,70,True
1076,1007,2025-11-16T05:00:00,2025-11-16T13:30:00,,95,,,True
1077,1001,2025-11-17T07:00:00,2025-11-17T15:00:00,,,,,True
1077,1003,2025-11-17T07:00:00,2025-11-17T15:00:00,80,,70,55,True
1077,1006,2025-11-17T07:00:00,2025-11-17T15:00:00,73,,55,81,True
1077,1007,2025-11-17T05:00:00,2025-11-17T12:00:00,,94,,,True
1078,1002,2025-11-18T07:00:00,2025-11-18T15:00:00,,,,,True
1078,1004,2025-11-18T07:00:00,2025-11-18T15:00:00,63,,68,91,True
1078,1005,2025-11-18T07:00:00,2025-11-18T15:00:00,66,,53,68,True
1078,1008,2025-11-18T05:00:00,2025-11-18T12:00:00,,82,,,True
1079,1001,2025-11-19T07:00:00,2025-11-19T15:00:00,,,,,True
1079,1003,2025-11-19T07:00:00,2025-11-19T15:00:00,63,,70,67,True
1079,1006,2025-11-19T07:00:00,2025-11-19T15:00:00,95,,54,86,True
1079,1007,2025-11-19T05:00:00,2025-11-19T12:00:00,,92,,,True
1080,1002,2025-11-20T07:00:00,2025-11-20T15:00:00,,,,,True
1080,1004,2025-11-20T07:00:00,2025-11-20T15:00:00,55,,71,82,True
1080,1005,2025-11-20T07:00:00,2025-11-20T15:00:00,69,,47,70,True
1080,1008,2025-11-20T05:00:00,2025-11-20T12:00:00,,79,,,True
1081,1001,2025-11-21T07:00:00,2025-11-21T15:00:00,,,,,True
1081,1003,2025-11-21T07:00:00,2025-11-21T15:00:00,56,,69,52,True
1081,1006,2025-11-21T07:00:00,2025-11-21T15:00:00,88,,51,71,True
1081,1007,2025-11-21T05:00:00,2025-11-21T12:00:00,,90,,,True
1082,1001,2025-11-22T07:00:00,2025-11-22T15:00:00,,,,,True
1082,1002,2025-11-22T07:00:00,2025-11-22T15:00:00,,,,,True
1082,1003,2025-11-22T11:00:00,2025-11-22T15:00:00,57,,77,62,True
1082,1004,2025-11-22T07:00:00,2025-11-22T12:00:00,51,,71,80,True
1082,1005,2025-11-22T07:00:00,2025-11-22T12:00:00,55,,52,65,True
1082,1008,2025-11-22T05:00:00,2025-11-22T13:30:00,,83,,,True
1083,1001,2025-11-23T07:00:00,2025-11-23T15:00:00,,,,,True
1083,1002,2025-11-23T07:00:00,2025-11-23T15:00:00,,,,,True
1083,1003,2025-11-23T11:00:00,2025-11-23T15:00:00,80,,76,62,True
1083,1004,2025-11-23T07:00:00,2025-11-23T12:00:00,54,,79,82,True
1083,1005,2025-11-23T07:00:00,2025-11-23T12:00:00,65,,52,66,True
1083,1007,2025-11-23T05:00:00,2025-11-23T13:30:00,,93,,,True

